PMS,CLASS,TYPE,FACING,DIA(LOW),DIA(HIGH),RATING,DESIGN_STANDARD,MATERIAL_DESCRIPTION
EIL,A26A,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A106 GR.B
EIL,A26A,SEAMLESS,BE,2,2,XS,B-36.10,ASTM A106 GR.B
EIL,A26A,SEAMLESS,BE,3,10,STD,B-36.10,ASTM A106 GR.B
EIL,A26A,SEAMLESS,BE,12,14,XS,B-36.10,ASTM A106 GR.B
EIL,A26A,EFSW,BE,16,16,XS,B-36.10,ASTM A672 GR.B60 CL.22
EIL,A26A,EFSW,BE,18,26,STD,B-36.10,ASTM A672 GR.B60 CL.22
EIL,A26A,EFSW,BE,30,30,STD,B-36.10,ASTM A672 GR.B60 CL.22
EIL,A32A,SEAMLESS,PE,0.5,1.5,XS,B-36.10,ASTM A106 GR.B
EIL,A32A,SEAMLESS,BE,2,2,XS,B-36.10,ASTM A106 GR.B
EIL,A32A,SEAMLESS,BE,3,3,STD,B-36.10,ASTM A106 GR.B
EIL,A65A,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A106 GR.B
EIL,A65A,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A106 GR.B
EIL,A65A,SEAMLESS,BE,2,2,XS,B-36.10,ASTM A106 GR.B
EIL,A65A,SEAMLESS,BE,3,6,STD,B-36.10,ASTM A106 GR.B
EIL,A65A,SEAMLESS,BE,8,12,STD,B-36.10,ASTM A106 GR.B
EIL,A65A,SEAMLESS,BE,14,14,STD,B-36.10,ASTM A106 GR.B
EIL,A65A,EFSW,BE,16,16,XS,B-36.10,ASTM A672 GR.B60 CL.32
EIL,A65A,EFSW,BE,18,24,STD,B-36.10,ASTM A672 GR.B60 CL.32
EIL,A66A,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A106 GR.B
EIL,A66A,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A106 GR.B
EIL,A66A,SEAMLESS,BE,2,2,XS,B-36.10,ASTM A106 GR.B
EIL,A66A,SEAMLESS,BE,3,6,STD,B-36.10,ASTM A106 GR.B
EIL,A66A,SEAMLESS,BE,8,12,STD,B-36.10,ASTM A106 GR.B
EIL,A66A,SEAMLESS,BE,14,14,STD,B-36.10,ASTM A106 GR.B
EIL,A66A,EFSW,BE,16,16,XS,B-36.10,ASTM A672 GR.B60 CL.32
EIL,A66A,EFSW,BE,18,26,STD,B-36.10,ASTM A672 GR.B60 CL.32
EIL,A67A,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A106 GR.B
EIL,A67A,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A106 GR.B
EIL,A67A,SEAMLESS,BE,2,2,XS,B-36.10,ASTM A106 GR.B
EIL,A67A,SEAMLESS,BE,3,10,STD,B-36.10,ASTM A106 GR.B
EIL,A67A,SEAMLESS,BE,12,14,XS,B-36.10,ASTM A106 GR.B
EIL,A67A,EFSW,BE,16,20,XS,B-36.10,ASTM A672 GR.B60 CL.32
EIL,A67A,EFSW,BE,24,24,S40,B-36.10,ASTM A672 GR.B60 CL.32
EIL,A68A,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A106 GR.B
EIL,A68A,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A106 GR.B
EIL,A68A,SEAMLESS,BE,2,2,XS,B-36.10,ASTM A106 GR.B
EIL,A68A,SEAMLESS,BE,3,6,STD,B-36.10,ASTM A106 GR.B
EIL,A68A,SEAMLESS,BE,8,12,STD,B-36.10,ASTM A106 GR.B
EIL,A68A,SEAMLESS,BE,14,14,STD,B-36.10,ASTM A106 GR.B
EIL,A68A,EFSW,BE,16,16,XS,B-36.10,ASTM A672 GR.B60 CL.32
EIL,A68A,EFSW,BE,18,24,STD,B-36.10,ASTM A672 GR.B60 CL.32
EIL,A91A,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A106 GR.B
EIL,A91A,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A106 GR.B
EIL,A91A,SEAMLESS,BE,2,2,XS,B-36.10,ASTM A106 GR.B
EIL,A91A,SEAMLESS,BE,3,14,STD,B-36.10,ASTM A106 GR.B
EIL,A91A,EFSW,BE,16,36,STD,B-36.10,ASTM A672 GR.B60 CL.12
EIL,A92A,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A106 GR.B
EIL,A92A,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A106 GR.B
EIL,A92A,SEAMLESS,BE,2,2,XS,B-36.10,ASTM A106 GR.B 
EIL,A92A,SEAMLESS,BE,3,6,STD,B-36.10,ASTM A106 GR.B 
EIL,A92A,EFSW,BE,8,14,STD,B-36.10,API 5L GR.B PSL1 
EIL,A92A,EFSW,BE,16,32,STD,B-36.10,ASTM A672 GR.B60 CL.12 
EIL,A92A,EFSW,BE,36,36,12,B-36.10,ASTM A672 GR.B60 CL.12 
EIL,A92A,EFSW,BE,40,42,XS,B-36.10,ASTM A672 GR.B60 CL.12 
EIL,A93A,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A106 GR.B
EIL,A93A,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A106 GR.B
EIL,A93A,SEAMLESS,BE,2,2,XS,B-36.10,ASTM A106 GR.B
EIL,A93A,SEAMLESS,BE,3,14,STD,B-36.10,ASTM A106 GR.B
EIL,A93A,EFSW,BE,16,36,STD,B-36.10,ASTM A672 GR.B60 CL.12 
EIL,A93A,EFSW,BE,42,48,STD,B-36.10,ASTM A672 GR.B60 CL.12 
EIL,A93A,EFSW,BE,64,64,12.7 mm,B-36.10,ASTM A672 GR.B60 CL.12 
EIL,A94A,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A106 GR.B
EIL,A94A,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A106 GR.B
EIL,A94A,SEAMLESS,BE,2,2,XS,B-36.10,ASTM A106 GR.B 
EIL,A94A,SEAMLESS,BE,3,6,STD,B-36.10,ASTM A106 GR.B 
EIL,A94A,EFSW,BE,8,14,STD,B-36.10,API 5L GR.B PSL1 
EIL,A94A,EFSW,BE,16,36,STD,B-36.10,ASTM A672 GR.B60 CL.12 
EIL,A94A,EFSW,BE,40,48,STD,B-36.10,ASTM A672 GR.B60 CL.12 
EIL,A95A,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A106 GR.B
EIL,A95A,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A106 GR.B
EIL,A95A,SEAMLESS,BE,2,2,XS,B-36.10,ASTM A106 GR.B 
EIL,A95A,SEAMLESS,BE,3,6,STD,B-36.10,ASTM A106 GR.B 
EIL,A95A,EFSW,BE,8,36,STD,B-36.10,API 5L GR.B PSL1 
EIL,A96A,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A106 GR.B
EIL,A96A,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A106 GR.B
EIL,A96A,SEAMLESS,BE,2,2,XS,B-36.10,ASTM A106 GR.B
EIL,A96A,SEAMLESS,BE,3,14,STD,B-36.10,ASTM A106 GR.B
EIL,A96A,EFSW,BE,16,24,STD,B-36.10,API 5L GR.B PSL1
EIL,A11K,SEAMLESS,PE,0.5,0.75,80S,B-36.19,ASTM A312 TP304L
EIL,A11K,SEAMLESS,PE,1,1.5,40S,B-36.19,ASTM A312 TP304L
EIL,A11K,SEAMLESS,BE,2,2,40S,B-36.19,ASTM A312 TP304L
EIL,A11K,SEAMLESS,BE,3,8,10S,B-36.19,ASTM A312 TP304L
EIL,A11K,EFSW,BE,10,24,10S,B-36.19,ASTM A358 TP304L CL.1
EIL,A1N,SEAMLESS,PE,0.5,0.75,80S,B-36.19,ASTM A312 TP316L
EIL,A1N,SEAMLESS,PE,1,1.5,40S,B-36.19,ASTM A312 TP316L
EIL,A1N,SEAMLESS,BE,2,2,40S,B-36.19,ASTM A312 TP316L
EIL,A1N,SEAMLESS,BE,3,8,10S,B-36.19,ASTM A312 TP316L
EIL,A1N,EFSW,BE,10,24,10S,B-36.19,ASTM A358 TP316L CL.1
EIL,A3K,SEAMLESS,PE,0.5,0.75,80S,B-36.19,ASTM A312 TP304
EIL,A3K,SEAMLESS,PE,1,1.5,40S,B-36.19,ASTM A312 TP304
EIL,A3K,SEAMLESS,BE,2,2,40S,B-36.19,ASTM A312 TP304
EIL,A3K,SEAMLESS,BE,3,8,10S,B-36.19,ASTM A312 TP304
EIL,A3K,EFSW,BE,10,14,10S,B-36.19,ASTM A358 TP304 CL.1
EIL,A6K,SEAMLESS,PE,0.5,0.75,80S,B-36.19,ASTM A312 TP304L
EIL,A6K,SEAMLESS,PE,1,1.5,40S,B-36.19,ASTM A312 TP304L
EIL,A6K,SEAMLESS,BE,2,2,40S,B-36.19,ASTM A312 TP304L
EIL,A6K,SEAMLESS,BE,3,8,10S,B-36.19,ASTM A312 TP304L
EIL,A6K,EFSW,BE,10,14,10S,B-36.19,ASTM A358 TP304 CL.1
EIL,A6K,EFSW,BE,16,16,10S,B-36.19,ASTM A358 TP304 CL.1
EIL,A6K,EFSW,BE,18,18,6.35,B-36.19,ASTM A358 TP304 CL.1
EIL,A6K,EFSW,BE,20,20,10S,B-36.19,ASTM A358 TP304 CL.1
EIL,A6K,EFSW,BE,24,24,10S,B-36.19,ASTM A358 TP304 CL.1
EIL,A91W,SEAMLESS,BE,0.5,0.75,2MM,EEMUA-144,"UNS 7060X, 90-10CU-NI, 20BAR"
EIL,A91W,SEAMLESS,BE,1,1.5,2.5MM,EEMUA-144,"UNS 7060X, 90-10CU-NI, 20BAR"
EIL,A91W,SEAMLESS,BE,2,2,3MM,EEMUA-144,"UNS 7060X, 90-10CU-NI, 20BAR"
EIL,A91W,SEAMLESS,BE,3,3,4MM,EEMUA-144,"UNS 7060X, 90-10CU-NI, 20BAR"
EIL,A91W,SEAMLESS,BE,4,4,5MM,EEMUA-144,"UNS 7060X, 90-10CU-NI, 20BAR"
EIL,A91Y,SEAMLESS,BE,4,6,STD,B-36.10,ASTM A106 GR.B
EIL,A91Y,SEAMLESS,BE,8,14,STD,B-36.10,API5LGR.B PSL1(INT. EPOXY CTD)
EIL,A91Y,SEAMLESS,BE,16,36,STD,B-36.10,A672GR.B60CL.12(INT EPOXY CTD)
EIL,A92Y,SEAMLESS,BE,4,6,STD,B-36.10,ASTM A106 GR.B(PE&EPOXY COATD)
EIL,A92Y,EFSW,BE,8,14,STD,B-36.10,API5LGR.B PSL1(PE&EPOXY COATD)
EIL,A92Y,EFSW,BE,16,32,STD,B-36.10,A672GR.B60CL12(PE&EPOXY COATD)
EIL,A92Y,EFSW,BE,36,36,12MM,B-36.10,A672GR.B60CL12(PE&EPOXY COATD)
EIL,A93M,SEAMLESS,PE,0.5,0.75,80S,B-36.19,ASTM A312 TP316
EIL,A93M,SEAMLESS,PE,1,1.5,40S,B-36.19,ASTM A312 TP316
EIL,A93M,SEAMLESS,BE,2,2,40S,B-36.19,ASTM A312 TP316
EIL,A93M,SEAMLESS,BE,3,8,10S,B-36.19,ASTM A312 TP316
EIL,A93M,EFSW,BE,10,24,10S,B-36.19,ASTM A358 TP316/316L CL.1
EIL,B4A,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A333 GR.6
EIL,B4A,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A333 GR.6
EIL,B4A,SEAMLESS,BE,2,2,XS,B-36.10,ASTM A333 GR.6
EIL,B4A,SEAMLESS,BE,3,14,STD,B-36.10,ASTM A333 GR.6
EIL,B4A,EFSW,BE,16,16,STD,B-36.10,ASTM ASTM A671 GR.CC60 CL.32
EIL,B4A,EFSW,BE,18,20,XS,B-36.10,ASTM ASTM A671 GR.CC60 CL.32
EIL,B4A,EFSW,BE,24,24,CALC,B-36.10,ASTM ASTM A671 GR.CC60 CL.32
EIL,B5A,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A106 GR.B
EIL,B5A,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A106 GR.B
EIL,B5A,SEAMLESS,BE,2,2,XS,B-36.10,ASTM A106 GR.B
EIL,B5A,SEAMLESS,BE,3,14,STD,B-36.10,ASTM A106 GR.B
EIL,B5A,EFSW,BE,16,20,XS,B-36.10,ASTM A672 GR.B60 CL.32
EIL,B5A,EFSW,BE,24,24,CALC,B-36.10,ASTM A672 GR.B60 CL.32
EIL,B13A,SEAMLESS,PE,0.5,1.5,XXS,B-36.10,ASTM A106 GR.B
EIL,B13A,SEAMLESS,BE,2,3,S160,B-36.10,ASTM A106 GR.B
EIL,B13A,SEAMLESS,BE,4,4,S120,B-36.10,ASTM A106 GR.B
EIL,B13A,SEAMLESS,BE,6,8,XS,B-36.10,ASTM A106 GR.B
EIL,B13A,SEAMLESS,BE,10,10,XS,B-36.10,ASTM A106 GR.B
EIL,B13A,SEAMLESS,BE,12,14,S60,B-36.10,ASTM A106 GR.B
EIL,B13A,EFSW,BE,16,24,CALC,B-36.10,ASTM A672 GR.B60 CL.12
EIL,B16A,SEAMLESS,PE,0.5,0.5,XXS,B-36.10,ASTM A106 GR.B
EIL,B16A,SEAMLESS,PE,0.75,0.75,S160,B-36.10,ASTM A106 GR.B
EIL,B16A,SEAMLESS,PE,1,1.5,S160,B-36.10,ASTM A106 GR.B
EIL,B16A,SEAMLESS,BE,2,2,S160,B-36.10,ASTM A106 GR.B
EIL,B16A,SEAMLESS,BE,3,12,XS,B-36.10,ASTM A106 GR.B
EIL,B16A,SEAMLESS,BE,14,14,XS,B-36.10,ASTM A106 GR.B
EIL,B16A,EFSW,BE,16,24,CALC,B-36.10,ASTM A672 GR.B60 CL.12
EIL,B65A,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A106 GR.B
EIL,B65A,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A106 GR.B
EIL,B65A,SEAMLESS,PE,2,2,XS,B-36.10,ASTM A106 GR.B
EIL,B65A,SEAMLESS,BE,3,10,STD,B-36.10,ASTM A106 GR.B
EIL,B65A,SEAMLESS,BE,12,14,XS,B-36.10,ASTM A106 GR.B
EIL,B65A,EFSW,BE,16,20,CALC,B-36.10,ASTM A672 GR.B60 CL.32(200BHN MAX)
EIL,B65A,EFSW,BE,24,24,CALC,B-36.10,ASTM A672 GR.B60 CL.32(200BHN MAX)
EIL,B66A,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A106 GR.B
EIL,B66A,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A106 GR.B
EIL,B66A,SEAMLESS,PE,2,2,XS,B-36.10,ASTM A106 GR.B
EIL,B66A,SEAMLESS,BE,3,10,STD,B-36.10,ASTM A106 GR.B
EIL,B66A,SEAMLESS,BE,12,14,XS,B-36.10,ASTM A106 GR.B
EIL,B66A,EFSW,BE,16,24,CALC,B-36.10,ASTM A672 GR.B60 CL.32(200BHN MAX)
EIL,B67A,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A106 GR.B
EIL,B67A,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A106 GR.B
EIL,B67A,SEAMLESS,PE,2,2,XS,B-36.10,ASTM A106 GR.B
